41570340,대곶면,41570,김포시,254597.8,254597.8,False,"2170:01,2170:02,2170:03,2170:04,2170:05,2170:06,2170:07,2170:09,2170:13,2170:14,2170:15,2170:16,2170:17,2170:18,2170:19,D450:03,D450:07,D450:08,D450:09,D450:12,D450:13,S322:08,S322:10,S322:12,S322:14,SB09:08,SB09:09,SB09:10,SB09:11,SB09:17,SB09:19,SB09:20,SB10:04,SB10:05,SB10:06,SB10:07,SB10:08,SB10:14,SB10:15,SB10:17,SB10:23,SB10:24,SB10:25",equal_split
41570350,월곶면,41570,김포시,86402.5,86402.5,False,"2170:01,2170:07,2170:14,S322:08,S322:10,SB10:01,SB10:02,SB10:03,SB10:09,SB10:16,SB10:18,SB10:19,SB10:20,SB10:25,SB10:26,SB10:28",equal_split
41570360,하성면,41570,김포시,61997.2,61997.2,False,"2170:07,2170:08,2170:11,2170:12,2170:20,2170:27,D318:01,D318:08,D318:09,D318:20,D318:21,D318:22,SB10:18,SB10:21,SB10:22",equal_split
41590117,병점동,41590,화성시,61899.0,61899.0,False,"E459:05,E459:14,E459:20,S330:02,S351:15",equal_split
41590253,봉담읍,41590,화성시,275072.3,275072.3,False,"2178:02,2178:07,2178:08,2178:12,2780:01,2780:03,2780:07,2780:18,D329:15,D330:03,D330:04,D330:07,D334:02,D334:10,D334:11,D334:13,D334:14,E459:04,E459:10,E459:16,E459:21,E459:22,E459:27,S310:01,S310:06,S310:07,S310:08,S332:02,S332:03,S332:17",equal_split
41590256,우정읍,41590,화성시,60831.4,54906.4,True,"D329:09,D332:07,D332:08,D332:09,D332:18,S302:01,S302:06,S335:05,S335:06,S335:09,S335:12,S335:13,S335:15,S335:16,S335:17,S335:19,S335:21",equal_split
41590330,마도면,41590,화성시,210525.9,189469.9,True,"2817:01,2817:02,2817:03,2817:07,2817:10,2817:11,2817:13,2817:18,D329:06,D329:08,D329:09,D329:10,D329:18,D329:20,D329:22,E050:02,E050:03,E050:04,E050:05,E050:06,E050:09,E050:10,E050:11,E050:12,E050:15,S325:24,S332:09,S332:16",equal_split
41590340,송산면,41590,화성시,94471.7,67358.0,True,"2817:01,2817:02,2817:03,2817:04,2817:05,2817:06,2817:07,2817:08,2817:10,2817:11,2817:12,2817:13,2817:15,2817:16,2817:17,2817:18,2817:19,2817:20,D329:22,E050:02",equal_split
41590350,서신면,41590,화성시,60166.9,55935.2,True,"2817:02,2817:05,2817:08,2817:09,2817:10,2817:11,2817:14,2817:15,2817:16,2817:18,2817:19,D329:09,E050:10,E050:12,E050:15",equal_split
41590360,팔탄면,41590,화성시,409798.5,375888.7,True,"2780:01,2780:02,2780:03,2780:04,2780:05,2780:06,2780:07,2780:08,2780:09,2780:10,2780:11,2780:12,2780:13,2780:14,2780:17,2780:18,D326:19,D326:23,D329:15,D329:23,D329:24,D332:02,D332:03,D332:04,D332:06,D332:07,D332:10,D332:12,S310:01,S310:06,S310:08,S332:01,S332:02,S332:03,S332:04,S332:05,S332:06,S332:07,S332:08,S332:12,S332:13,S332:15,S332:17,S332:18,S332:20,S332:22,S332:24,S332:27,S332:28",equal_split
